restaurant_name,rating,main_genre,address_region,address_locality,address_street,closest_station,rating_users,save_users,lunch_budget,dinner_budget,review_lunch_budget,review_dinner_budget,award_medals,award_selections,award_kamiawa,genre,transportation,closed_dates,opening_hrs,reservation_status,payment_methods,no_of_seats,official_website,social_account,opening_date,remarks,branches,tabelog_site,lat,lng,image,name,price_range
レストラン ナズ（Restaurant Naz）,4.51,イノベーティブ,長野県,北佐久郡軽井沢町,追分134-3 GREEN SEED軽井沢内,信濃追分駅,203,15375,"￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店",,,イノベーティブ、イタリアン,"上信越自動車道 / 佐久ICより20分信濃追分駅から車で８分
信濃追分駅から2,091m",,■ 営業時間12時18:30■ 定休日水曜日、第三木曜日,予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","6席

                    （ランチ2組、ディナー1組の予約制となっております。）",https://www.instagram.com/naz_karuizawa?igshid=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,,2020年9月9日,,,https://tabelog.com/nagano/A2003/A200301/20024041/,36.335366810487386,138.53635773485422,https://tblg.k-img.com/restaurant/images/Rvw/192937/640x640_rect_2b34599f1054e7ec1509699576a18129.jpg,レストラン ナズ,"￥50,000～￥59,999"
橦木町 しみず,4.51,日本料理,愛知県,名古屋市東区,橦木町3-24 プランドール橦木 1F,高岳駅,169,9706,,"￥40,000～￥49,999",,"￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店",食べログ 日本料理 EAST 百名店 2023 選出店,,日本料理,高岳駅から741m,日曜日、祝日,"月・火・水・木・金・土
                        


                            18:00 - 22:00
                          




                          日・祝日
                        


                            定休日
                          





■ 営業時間［月～土］18:00～一斉スタート


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","12席

                    （カウンター8席、個室4席）",,https://www.instagram.com/syumokuchou.shimizu/,2022年1月17日,料理撮影禁止だそうです。,,https://tabelog.com/aichi/A2301/A230104/23080047/,35.180245538127416,136.91908388131992,https://tblg.k-img.com/restaurant/images/Rvw/194192/640x640_rect_ed8a19f1ced4be91f41ef7c1bbf788ec.jpg,橦木町 しみず,"￥40,000～￥49,999"
プレゼンテ スギ（PRESENTE Sugi）,4.50,イタリアン,千葉県,佐倉市,白銀2-3-6,佐倉駅,394,22551,,,"￥30,000～￥39,999","￥30,000～￥39,999","The Tabelog Award 2024 Gold 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店",食べログ イタリアン EAST 百名店 2021 選出店,,イタリアン、イノベーティブ,"車JR佐倉駅からちばグリーンバス高崎線乗車高岡バス停下車徒歩1分（91m）京成佐倉駅から千葉グリーンバス白銀線乗車白銀ニュータウン下車徒歩7分（536m）
佐倉駅から1,415m",月曜日、火曜日,"水・木・金・土・日
                        


                            11:30 - 14:30
                              L.O. 14:00


                            18:00 - 22:00
                              L.O. 21:30





                          月・火
                        


                            定休日
                          



営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

                      （VISA、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",,,"https://www.facebook.com/プレゼンテスギ-Presente-Sugi-158164824567260/
 
https://www.instagram.com/presente_sugi?igsh=ZWk0Y3MyOTBzaHQw",2016年2月12日,,,https://tabelog.com/chiba/A1204/A120402/12038574/,35.712703338847554,140.2422050843688,https://tblg.k-img.com/restaurant/images/Rvw/164334/640x640_rect_92a0030fac7d8bc87f7dd514c9727306.jpg,プレゼンテ スギ,"￥30,000～￥39,999"
かさ原,4.50,焼き鳥,東京都,新宿区,東五軒町5-5 2F,神楽坂駅,372,27907,,"￥20,000～￥29,999",,"￥30,000～￥39,999",The Tabelog Award 2024 Gold 受賞店,"食べログ 焼き鳥 EAST 百名店 2024 選出店, 食べログ 焼き鳥 EAST 百名店 2023 選出店, 食べログ 焼鳥 百名店 2022 選出店",,焼き鳥,神楽坂駅から566m,,"■ 営業時間[月〜土]1部 17:30〜2部 20:45〜■定休日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",10席,,,2021年12月4日,通常はOMAKASE、限定席は食オクからのご予約となります。,,https://tabelog.com/tokyo/A1309/A130905/13266251/,35.706384538691566,139.73980728465716,https://tblg.k-img.com/restaurant/images/Rvw/231443/640x640_rect_5a29d107a4487ee972011b1d5b5f408b.jpg,かさ原,"￥20,000～￥29,999"
日本料理 たかむら,4.50,日本料理,秋田県,秋田市,大町1-7-31,秋田駅,328,29470,,,,"￥20,000～￥29,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Gold 受賞店, The Tabelog Award 2019 Gold 受賞店, The Tabelog Award 2018 Gold 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ 日本料理 EAST 百名店 2023 選出店, 食べログ 日本料理 EAST 百名店 2021 選出店",,日本料理,"秋田駅から1,516m",日曜日、祝日,"月・火・水・木・金・土
                        


                            18:00 - 22:00
                          




                          日・祝日
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）","13席

                    （カウンター7席、堀炬燵6人掛け1席）",http://www.akita-takamura.jp/,,,※会員制【秋田市山王3-1-7 東カンビル B1Fより移転】,,https://tabelog.com/akita/A0501/A050101/5000664/,39.72068813626075,140.112698124944,https://tblg.k-img.com/restaurant/images/Rvw/86356/320x320_rect_86356799.jpg,日本料理 たかむら,"￥20,000～￥29,999"
katecuore（カテクオーレ）,4.50,イタリアン,佐賀県,伊万里市,立花町3997-4,伊万里駅,133,9965,"￥20,000～￥29,999","￥20,000～￥29,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店",食べログ イタリアン WEST 百名店 2023 選出店,,イタリアン,"伊万里駅から徒歩10分(福岡方面)　*車ご利用の場合西九州自動車道利用　約1時間*電車をご利用の場合福岡地下鉄空港線に乗り、唐津駅で乗り換え。*バスをご利用の場合福岡空港、博多駅高速バス乗り場から伊万里行きのバス有り
伊万里駅から702m",,■ 営業時間【一斉スタート】lunch : 12:30～dinner : 19:00～※出来立てのお料理を召し上がって頂きたく、コース提供時間は４時間前後を要します。※公共交通機関の本数が非常に少ないため、ご来店、または、ご帰宅の際の時刻表は予めご確認をお願い致します。※コース提供時間も不規則なため、余裕を持ったスケジュールでご予約くださいますようお願い致します。■ 定休日不定休,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","5席

                    （基本シェフズカウンター５席のみ　※その他テーブル席、個室有。応相談。）",,https://www.facebook.com/katecuore/,2015年11月1日,,,https://tabelog.com/saga/A4102/A410202/41006295/,33.27372863709776,129.88371576699396,https://tblg.k-img.com/restaurant/images/Rvw/180163/640x640_rect_e003e09e4bfa4e6dfe22fcdeb40b32ca.jpg,katecuore,"￥20,000～￥29,999"
TSUSHIMI（ツシミ）,4.50,フレンチ,山梨県,韮崎市,,,64,6037,"￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999",The Tabelog Award 2024 Silver 受賞店,食べログ フレンチ EAST 百名店 2023 選出店,,フレンチ、イノベーティブ,JR韮崎駅から車で10分,,■ 営業時間15:00〜■ 定休日不定休,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",4席,https://www.tsushimi.com/,"https://www.facebook.com/Tsushimi-167491806626957/?ref=hl
 
https://twitter.com/tsushimiseiji
 
https://www.instagram.com/restaurant_tsushimi",2022年5月26日,,,https://tabelog.com/yamanashi/A1902/A190202/19012518/,0.0,0.0,https://tblg.k-img.com/restaurant/images/Rvw/231445/640x640_rect_8675620db9fbafbb885e8d6bac6b89d6.jpg,TSUSHIMI,"￥50,000～￥59,999"
レフェルヴェソンス（L'Effervescence）,4.49,フレンチ,東京都,港区,西麻布2-26-4,表参道駅,1525,83702,"￥50,000～￥59,999","￥50,000～￥59,999","￥60,000～￥79,999","￥60,000～￥79,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Gold 受賞店, The Tabelog Award 2019 Gold 受賞店, The Tabelog Award 2018 Gold 受賞店, The Tabelog Award 2017 Gold 受賞店","食べログ フレンチ TOKYO 百名店 2023 選出店, 食べログ フレンチ TOKYO 百名店 2021 選出店",,フレンチ,"地下鉄表参道駅から12分  
表参道駅から832m",月曜日、日曜日,"火・水
                        


                            17:30 - 23:30
                          




                          木・金・土
                        


                            11:30 - 15:30
                          

                            17:30 - 23:30
                          




                          月・日
                        


                            定休日
                          





■ 定休日※火曜日、水曜日はディナーのみの営業となります",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","36席

                    （ダイニング28席、個室1室（4～8名））",http://www.leffervescence.jp/,https://www.instagram.com/https://www.instagram.com/leffervescence/?hl=ja,2010年9月14日,"【ランチ・ディナー共通】　　36,300円(税・サ別)※インターネットからご予約をなさったお客様につきましては３日前までにお電話またはメールでご予約確認が出来ない場合、お取り消しのお手続きをさせて頂く場合がございます。",,https://tabelog.com/tokyo/A1306/A130602/13116356/,35.66021363871439,139.71940488420512,https://tblg.k-img.com/restaurant/images/Rvw/87235/640x640_rect_87235956.jpg,レフェルヴェソンス,"￥50,000～￥59,999"
鮨 尚充（たかみつ）,4.49,寿司,東京都,目黒区,青葉台1-28-2 EXA 1F,中目黒駅,615,59684,,"￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Silver 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Silver 受賞店","食べログ 寿司 TOKYO 百名店 2022 選出店, 食べログ 寿司 TOKYO 百名店 2021 選出店",,寿司,"東急東横線、地下鉄日比谷線、中目黒駅下車。徒歩１０分
中目黒駅から487m",日曜日,"月・火・水・木・金・土
                        


                            18:00 - 00:00
                          




                          日
                        


                            定休日
                          





■ 定休日日曜日（月曜日が祝日の場合は休業）",予約可,"カード可

                      （JCB、AMEX）
                    


電子マネー不可


QRコード決済不可",10席,,,2011年5月,予約受付～17：00まで屋形船のご予約は予約サイト食オクにて限定でご予約を承ります,,https://tabelog.com/tokyo/A1317/A131701/13128483/,35.647416538714815,139.6952084840928,https://tblg.k-img.com/restaurant/images/Rvw/75383/320x320_rect_75383769.jpg,鮨 尚充,"￥50,000～￥59,999"
鮨 三心（スシ サンシン）,4.49,寿司,大阪府,大阪市中央区,内久宝寺町2-7-14,谷町六丁目駅,434,37276,"￥20,000～￥29,999","￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999","The Tabelog Award 2024 Gold 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店","食べログ 寿司 WEST 百名店 2022 選出店, 食べログ 寿司 WEST 百名店 2021 選出店",,寿司,"谷町六丁目駅から徒歩5~6分。6番出口が一番近いです
谷町六丁目駅から316m",,"■ 営業時間【第一部】11:30~【第二部】14:00~■ 定休日不定期


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンターのみ）",,https://www.instagram.com/trinity_spirit/,2016年11月1日,,,https://tabelog.com/osaka/A2701/A270204/27095402/,34.67814793800021,135.5182836772302,https://tblg.k-img.com/restaurant/images/Rvw/141875/640x640_rect_141875704.jpg,鮨 三心,"￥20,000～￥29,999"
島津,4.49,寿司,東京都,港区,白金1-29-13 白金ヴィレッジ 1F,白金高輪駅,414,20031,,"￥40,000～￥49,999","￥40,000～￥49,999","￥40,000～￥49,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Bronze 受賞店","食べログ 寿司 TOKYO 百名店 2022 選出店, 食べログ 寿司 TOKYO 百名店 2021 選出店",,寿司,"白金高輪駅3番出口　徒歩2分
白金高輪駅から56m",月曜日、日曜日,"火・水・木・金・土
                        


                            18:00 - 22:45
                          




                          月・日
                        


                            定休日
                          





■ 営業時間［火・水・木・金・土］第一部18:00～20:15第二部20:30～22:45",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンター8席）",,,2020年11月17日,ランチは土曜日のみで2番手が握ります。,,https://tabelog.com/tokyo/A1316/A131602/13252991/,35.64316633872975,139.73363878402293,https://tblg.k-img.com/restaurant/images/Rvw/145224/320x320_rect_145224225.jpg,島津,"￥40,000～￥49,999"
勢麟,4.49,日本料理,静岡県,浜松市中央区,元城町222-25 アルスビル 1F,第一通り駅,331,15211,,"￥30,000～￥39,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Gold 受賞店, The Tabelog Award 2023 Gold 受賞店, The Tabelog Award 2022 Silver 受賞店",食べログ 日本料理 EAST 百名店 2023 選出店,,日本料理,"JR浜松駅よりタクシーで約5分徒歩で約10分
第一通り駅から410m",,■ 営業時間1800～21:00〜の二部制■ 定休日不定休,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンター８席）",,https://www.instagram.com/seirin.2018/,2018年10月11日,,,https://tabelog.com/shizuoka/A2202/A220201/22034729/,34.708803069746516,137.72868247993907,https://tblg.k-img.com/restaurant/images/Rvw/175700/640x640_rect_adf94b3d9aced2baf95038543e61b8a9.jpg,勢麟,"￥30,000～￥39,999"
比良山荘（ひらさんそう）,4.48,日本料理,滋賀県,大津市,葛川坊村町94 比良山荘,,697,52649,"￥40,000～￥49,999","￥40,000～￥49,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Gold 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Gold 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Gold 受賞店","食べログ 日本料理 WEST 百名店 2023 選出店, 食べログ 日本料理 WEST 百名店 2021 選出店",,日本料理、オーベルジュ,ＪＲ堅田駅より江若交通バス堅田葛川線（細川行き）坊村バス停下車　徒歩2分京阪出町柳駅より京都バス10系統坊村バス停下車徒歩2分（主に土曜休日のみ運行）京都市内よりタクシーで 約45分 JR堅田駅よりタクシーで 約30分,火曜日、水曜日,"月・木・金・土・日
                        


                            11:30 - 14:00
                          

                            17:00 - 19:00
                          




                          火・水
                        


                            定休日
                          





予約制",予約可,"カード可

                      （VISA、Master、AMEX）
                    


電子マネー不可


QRコード決済不可",40席,http://www.hirasansou.com/,,,,,https://tabelog.com/shiga/A2501/A250101/25000772/,35.24680203775052,135.86833068272875,https://tblg.k-img.com/restaurant/images/Rvw/82682/320x320_rect_82682683.jpg,比良山荘,"￥40,000～￥49,999"
山﨑,4.48,日本料理,東京都,港区,西麻布1-15-3 西麻布UOUビル 1F,乃木坂駅,400,25009,,"￥60,000～￥79,999","￥60,000～￥79,999","￥60,000～￥79,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Silver 受賞店","食べログ 日本料理 TOKYO 百名店 2023 選出店, 食べログ 日本料理 TOKYO 百名店 2021 選出店",,日本料理、海鮮,"乃木坂駅　徒歩9分六本木駅　徒歩12分広尾駅　徒歩15分
乃木坂駅から603m",月曜日、日曜日,"火・水・木・金・土
                        


                            17:30 - 20:30
                          




                          月・日
                        


                            定休日
                          





■ 営業時間17時30分-20時30分入店迄


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンター８席）",https://yamazaki0823.com/j/,https://www.instagram.com/ymzk46,2018年8月23日,,,https://tabelog.com/tokyo/A1307/A130701/13225691/,35.66178693871461,139.72329498421826,https://tblg.k-img.com/restaurant/images/Rvw/117796/640x640_rect_117796217.jpg,山﨑,"￥60,000～￥79,999"
やまぐち,4.48,イタリアン,京都府,京都市東山区,祇園町南側570-185,祇園四条駅,382,27397,,"￥50,000～￥59,999","￥50,000～￥59,999","￥50,000～￥59,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Gold 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ イタリアン WEST 百名店 2023 選出店, 食べログ イタリアン WEST 百名店 2021 選出店",,イタリアン、イノベーティブ,"京都駅よりタクシーで15分程お電話いただきましたら道順ご案内させていただきます最寄り駅京阪・祇園四条駅より徒歩5分程京都市営地下鉄東西線・東山駅より徒歩12分程京都市営バス・祇園より徒歩3分程
祇園四条駅から430m",月曜日、日曜日、祝日,"火・水・木・金・土・祝前日・祝後日
                        


                            17:00 - 21:30
                          




                          月・日・祝日
                        


                            定休日
                          





■ 営業時間カウンターのみ2部制(2時間)でございます後半のお客様につきましては入店時に少しお待ちいただく可能性がございますのでご了承下さいませ17ː00入店～19ː00まで又は19ː30入店～21ː30まで個室は18:00又は18:30入店でご案内しております■ 定休日日曜・月曜・祝日",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","6席

                    （カウンター6席　個室小４席　個室大8席）",,https://www.instagram.com/gionyamaguchi570185?igsh=N2QwejBydzNzbDBm,2011年4月,,,https://tabelog.com/kyoto/A2601/A260301/26018397/,35.002567237876384,135.77649838032616,https://tblg.k-img.com/restaurant/images/Rvw/106263/320x320_rect_106263243.jpg,やまぐち,"￥50,000～￥59,999"
トレイス（τρεῖς）,4.48,イノベーティブ,東京都,港区,,,216,13242,,"￥40,000～￥49,999","￥100,000～","￥100,000～","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店",,,イノベーティブ、フレンチ,最寄駅：東京メトロ日比谷線「広尾駅」,,■ 営業時間18:00~■ 定休日月ごとに定休日が異なります。,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",10席,https://www.treis-tokyo.com/,,2020年4月1日,完全会員制レストラン,,https://tabelog.com/tokyo/A1307/A130703/13246316/,0.0,0.0,https://tblg.k-img.com/restaurant/images/Rvw/169015/640x640_rect_11ca2e25aa507850efecd2019bafcba5.jpg,トレイス,"￥40,000～￥49,999"
pesceco（ペシコ）,4.48,イノベーティブ,長崎県,島原市,新馬場町223-1,島原駅,127,16430,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店",,,イノベーティブ、レストラン、シーフード,"（島原鉄道）島原駅から徒歩１０分。（熊本方面）熊本港からフェリー３０分、島原外港からタクシーにて10分。
島原駅から911m",,■ 営業時間［火～土］お昼の部12時入店一斉スタート完全予約制です。■ 定休日日曜日、月曜日、不定休,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX）
                    


電子マネー不可


QRコード決済不可","6席

                    （1組2名から4名さままで、ご案内しております。）",http://www.pesceco.com,"https://www.facebook.com/pesceco
 
https://www.instagram.com/＠pesceco",,,,https://tabelog.com/nagasaki/A4203/A420302/42008914/,32.79837373755424,130.36908886185216,https://tblg.k-img.com/restaurant/images/Rvw/168548/640x640_rect_50f9b267bb6dc4f5ffb3ae13f9fe4a54.jpg,pesceco,"￥20,000～￥29,999"
鳥しき（とりしき）,4.47,焼き鳥,東京都,品川区,上大崎2-14-12,目黒駅,1246,220993,"￥6,000～￥7,999","￥6,000～￥7,999","￥15,000～￥19,999","￥15,000～￥19,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Gold 受賞店, The Tabelog Award 2021 Gold 受賞店, The Tabelog Award 2020 Gold 受賞店, The Tabelog Award 2019 Gold 受賞店, The Tabelog Award 2018 Gold 受賞店, The Tabelog Award 2017 Gold 受賞店","食べログ 焼き鳥 EAST 百名店 2024 選出店, 食べログ 焼き鳥 EAST 百名店 2023 選出店, 食べログ 焼鳥 百名店 2022 選出店, 食べログ 焼鳥 百名店 2021 選出店, 食べログ 焼鳥 百名店 2019 選出店, 食べログ 焼鳥 百名店 2018 選出店",,焼き鳥,"目黒駅から徒歩2分JR目黒駅東口(バスのロータリーがある)を出て「すき家」の右横を通り、「マクドナルド」を越えて道なりに進んで左折します。左折して10メートルほど進むと、1Ｆが薬局（高木薬局）のビルとファミリーマートの間の路地を入ったところ。
目黒駅から111m",月曜日、火曜日、日曜日,"水・木・金・土
                        


                            17:00 - 22:00
                          




                          月・火・日
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、Diners）
                    


電子マネー不可


QRコード決済不可","12席

                    （カウンター12席）",https://torishiki-ichimon.jp,,2007年,"※テイクアウトのお弁当や串物もあり。（お弁当は3,000円です）※過度な香水の匂いの方にはご入店をお断りする場合がございます。■年末年始休業日　12月29日～1月9日■TORIEN  NEW YORK  ご予約は、下記HPよりhttp://torien-nyc.com",,https://tabelog.com/tokyo/A1316/A131601/13041029/,35.634277838730064,139.71688908394486,https://tblg.k-img.com/restaurant/images/Rvw/69191/320x320_rect_69191749.jpg,鳥しき,"￥6,000～￥7,999"
レスピラシオン（respiracion）,4.47,スペイン料理,石川県,金沢市,博労町67,北鉄金沢駅,390,23823,"￥20,000～￥29,999","￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店",食べログ スペイン料理 百名店 2024 選出店,,スペイン料理、イノベーティブ、創作料理,"近江町市場から徒歩１分
北鉄金沢駅から1,165m",,■ 営業時間12:00 一斉スタート(11:30分入店可)18:00 一斉スタート(17:30分入店可)一斉スタートとなりますので、15分ほどお時間に余裕を持ってご来店くださいコーススタート時間に遅れた場合は、コース途中からのご対応になりますのでご了承くださいませ。■ 定休日月曜日中心に月６回,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",14席,http://respiracion.jp/,,2017年7月4日,,,https://tabelog.com/ishikawa/A1701/A170101/17010732/,36.570750037161346,136.65865979554783,https://tblg.k-img.com/restaurant/images/Rvw/95193/640x640_rect_95193155.jpg,レスピラシオン,"￥20,000～￥29,999"
グルマンディーズ（Gourmandise）,4.47,ビストロ,東京都,港区,西麻布3丁目17-23 プティコワン西麻布2F,広尾駅,317,54239,,,,"￥30,000～￥39,999","The Tabelog Award 2024 Gold 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Silver 受賞店, The Tabelog Award 2019 Silver 受賞店","食べログ フレンチ TOKYO 百名店 2023 選出店, 食べログ ビストロ 百名店 2021 選出店",,ビストロ,広尾駅から707m,日曜日,"月・火・水・木・金・土
                        


                            18:00 - 03:00
                              L.O. 02:00





                          日
                        


                            定休日
                          



営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","12席

                    （カウンター4席、テーブル8席）",,,2015年10月1日,新規のご予約は予約サイト「食オク」にてご予約を承ります。,,https://tabelog.com/tokyo/A1307/A130701/13190448/,35.658075438717205,139.7239831841803,https://tblg.k-img.com/restaurant/images/Rvw/89774/320x320_rect_89774307.jpg,グルマンディーズ,"￥30,000～￥39,999"
日本料理FUJI（ニホンリョウリフジ）,4.47,日本料理,静岡県,静岡市葵区,栄町3-6,日吉町駅,296,12035,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Bronze 受賞店",食べログ 日本料理 EAST 百名店 2023 選出店,,日本料理,"JR静岡駅北口より徒歩5分
日吉町駅から266m",,■ 営業時間昼 12:00～夜 18:00〜■ 定休日日曜日、第3月曜日、水曜日昼,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","7席

                    （カウンター7席）",https://nihonryourifuji.com/,"https://www.facebook.com/nihonryourifuji/
 
https://www.instagram.com/fuji.shizuoka/",2014年11月25日,,,https://tabelog.com/shizuoka/A2201/A220101/22027669/,34.97475403872692,138.39174457821198,https://tblg.k-img.com/restaurant/images/Rvw/192922/640x640_rect_5a94f5325fb88f43a77201b335ed8493.jpg,日本料理FUJI,"￥20,000～￥29,999"
日本料理 TOBIUME（トビウメ）,4.47,日本料理,福岡県,北九州市八幡西区,千代ヶ崎3-14-11,本城駅,114,10122,"￥30,000～￥39,999","￥30,000～￥39,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Bronze 受賞店","食べログ 日本料理 WEST 百名店 2023 選出店, 食べログ 日本料理 WEST 百名店 2021 選出店",,日本料理,"折尾駅より車（タクシー）で約10分 
本城駅から573m",月曜日,"火
                        


                            18:00 - 22:30
                          




                          水・木・金・土・日・祝日・祝前日
                        


                            12:00 - 15:00
                          

                            18:00 - 22:30
                          




                          月
                        


                            定休日
                          





■ 営業時間お昼　12:00スタート夜　　19:00最終入店■ 定休日月曜日が祝日の場合、火曜日がお休み",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","4席

                    （1テーブル最大4名様まで）",,,2009年7月,,,https://tabelog.com/fukuoka/A4004/A400404/40019957/,33.879841636979535,130.7212738725291,https://tblg.k-img.com/restaurant/images/Rvw/90826/640x640_rect_90826223.jpg,日本料理 TOBIUME,"￥30,000～￥39,999"
